text,label,app_name,store_source,rating,review_date,label_source
"I FEEL HELPLESS! I AM PISSED! I AM DESPERATE OF NOT GETTING IMMEDIATE HELP OR ACTION WITH MY CONCERN. WALA BA NAKAKAINTINDI SA INYO NG WORD NA ""EMERGENCY""!? I HAVE A SITUATION HERE AND I NEED MY MONEY BACK! I CANNOT WAIT LATER NOT EVEN TOMORROW!!!!! IN THE FIRST PLACE THIS IS NOT MY MISTAKE! IT'S YOUR SYSTEM'S MISTAKE TAPOS AKO MAG SUSUFFER BECAUSE OF YOUR STUPID BANK TRANSFER ERROR!!",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-09-25T17:46:06.000Z,strict_rule_relabel
"Very great app, could do almost all of my transactions here. For further enhancements, would love to see the ff.: 1. Fingerprint login - Would be best if a biometric login would be a choice (like other banks). 2. More cash-in options (Banks) - Currently using BPI, with no charge. Hope this could be possible to other major banks with no fee.",transfer_issue,GCash,Google Play (Kaggle public dataset),5,2019-08-22T05:10:59.000Z,strict_rule_relabel
w/o response on my gcash master card its already 1 month from 26 August 2019 to 26 Septmeber 2019 then always have a system problem in cash out at tambunting passi city they always says that Gcash System has a PROBLEM .....,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-09-28T10:18:08.000Z,strict_rule_relabel
Im so very disappointed of this apps i can't cash out money to there remittance partner and i call the operator he said you can cash out at our remittance partner but i go there and i tell the teller i want to cash out money from my gcash account the teller said im sorry sir but gcash those not allowed this time to cash out and i call again the operator she always to me there is no problem but still the teller said gcash is not allowed to cash out this time.Who is telling true operator or teller,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-09-28T12:42:36.000Z,strict_rule_relabel
"I wish you add to change MPIN, with ""forgot MPIN?"".",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-08-24T12:27:53.000Z,strict_rule_relabel
"I am rating it 3 stars, I am just new with gcash, and yes the convenience is there during loading ang money transfer, the only problem is all the accredited centers stated on the app. like palawan and bayad centers, have not been tried the expresspay in Lbc, but the nearest I have is palawan, here in my area don't have gcash cash out. I cannot able to have an atm for now, cause I dont have enough fund to buy the atm. listed centers are useless. cannot cash out",transfer_issue,GCash,Google Play (Kaggle public dataset),3,2019-09-29T11:31:07.000Z,strict_rule_relabel
"Transfer to Bank is a scam. They will steal your money and no customer service to contact. 2/10 bank transfer are a scam. Whilst 8 will be successful. But still a scam. Please do not invest your money, they do not have customer service. Their email team sucks. Esp. Their facebook team. Instead of resolving your queries, the'yll reply with promotions. - 100 score will not recommend to my friends and colleagues.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-08-03T09:32:40.000Z,strict_rule_relabel
"It started yesterday, I am unable to buy load or process bill payment even I have enough balance.. and the app is also updated, can someone clear this to me?",payment_failure,GCash,Google Play (Kaggle public dataset),2,2019-11-30T01:04:12.000Z,strict_rule_relabel
"I sent a ticket via app when I cant use my Gcredit to pay bills nor pay thru QR.I always get an error message saying "" We cant process your payment "". They sent me first a general troubleshooting which didn't work, then asked me additional details about my acct and concern. I sent it a day after they asked about those additional information. I then got a reply that my concern will be handled by the support team. Since saturday, I still got no update.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-02T15:20:39.000Z,strict_rule_relabel
Hello gcash developer sana po mag add na po kau ng bitcoin and etherum wallet para mas marami papong mag download and mag install ng apps nio nato thanks po if ma approve nio po sa bigtoken na approve po ung suggestion ko sa email nila sa inyo po kaya ma aaprove nio po kaya din suggestion ko?,feature_request,GCash,Google Play (Kaggle public dataset),5,2019-09-01T23:21:19.000Z,strict_rule_relabel
"jusko laging under maintenance!!! if you maintained your service this often, should'nt it be getting better?? but it's the opposite.. Edit: as usual, it has an error. Can't cash in from paypal. Error: GGAA9. I bet you would reply to my review: we're sorry blah blah blah please contact us thru email.....well news flash!!! your customer service sucks!! Oooops no, scratch that, you don't have a customer service. You are hopeless!!! It is a nightmare having to deal with gcash",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-09-30T23:16:33.000Z,strict_rule_relabel
Your services in davao in terms of cashing out ang hassle hahays kaasar promise. Please provide a number naman. Na matawagan namin,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2019-09-02T12:17:57.000Z,strict_rule_relabel
FIX THE CASH IN ISSUE NOW,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-10-01T00:53:10.000Z,strict_rule_relabel
I was trying to call the support hotline since August 1! no chance of getting to someone so i sent a ticket instead frm the help center via the app. my ticket# is 6044082. the ticket is regarding fraudulent charges to my account. it says that i paid to an institution called HOPE BAPTIST CHURCH the transaction was made at around 1am in the morning. Obviously this is fraud i did not authorized the money transfer. Globe so far is not doing anythig to resolve this.,security_concern,GCash,Google Play (Kaggle public dataset),1,2019-08-04T10:27:45.000Z,strict_rule_relabel
"Unable to use gcredit to pay bills. I've been asking help thru email and over the phone. It seems that they cannot do anything about it. It's more than a week and they still cannot resolve the issue. I have sent email, called cust service, chat with live agent. Still No RESOLUTION! This is ridiculous!",payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-11T20:10:17.000Z,strict_rule_relabel
"Very poor service. Una wala silang live person to speak to. Walang silbi yung customer hotline nyo kasi IVR lang. Pangalawa, cash in issues, halos lahat ng 7-11 ayaw na magpa cash in sa Gcash kasi problema kayo! BDO cash in issues yung pera hindi nyo kinicredit! Yung GF ko nag cash in through online from BDO nawala hindi nyo crenedit! Kinain nyo lang. Now namomroblema kami pano mababalik yung pera eh hindi naman kayo nasagot mga hinayupak kayo! Makakarating talaga sa NTC to mga gago!",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-10-01T06:28:30.000Z,strict_rule_relabel
Zero rating. I had an issue with the transaction. There's a deduction to an unsuccessful transaction in electric bill though they returned the money after a day they made my account into basic from a fully verified account. I tried sending email but no response I am receiving same email message over and over and over and over and over. Then i tried calling 2882 but they don't know what they're suppose to do with my account. Who then will help? So frustrating! #7685708,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-11T23:41:01.000Z,strict_rule_relabel
I cant send money I cant cash out Even I'm fully verify The issue im using other network How can you fix this I already link my paypal I already cash in from paypal Nid assistance here Your hotline not helpful,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-10-01T13:50:19.000Z,strict_rule_relabel
"Bill payment was unsuccessful but they debited my account! No receipt given and upon checkingvwith the biller, they did not receive any payment for my account from Gcash. Their poor customer service support is thru chat or email only and they can not help settle their system mistake. Avoid using Gcash!",payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-12T05:41:45.000Z,strict_rule_relabel
"Customer service takes days before they can reply, and i have already explained them that they gave the wrong file that i should fill up for an unauthorized transaction because i did not send any money but they used my money for E-Load without my permission and the person was anonymous and tried reporting it. Up till now they didn't give any response for months! And when i got an approved refund for a cancelled order, i didn't get it till a month, really unnecessary process needed,DISAPPOINTMENT",payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-08-07T06:43:46.000Z,strict_rule_relabel
error on pay bills can't fix urgently.,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-13T03:23:47.000Z,strict_rule_relabel
I am having problem eith Paypal to gcash cash in all the time,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-10-06T01:22:59.000Z,strict_rule_relabel
"The new update is making my load transaction useless. Right now, I can't proceed to pay for the load transaction. Hope you notice this and make an action to resolve the problem",payment_failure,GCash,Google Play (Kaggle public dataset),4,2019-12-14T13:03:28.000Z,strict_rule_relabel
why i cannot cash in using 7/11 and i can't verify my gmail,transfer_issue,GCash,Google Play (Kaggle public dataset),4,2019-01-27T01:03:24.000Z,strict_rule_relabel
Ive been contacting your hotline and it takes more 24 mins pero wala paring sumagagot sabi nila last time e tratransfer nila yung per kasi di verify yung hinulogan tapos hindi naman ma withdraw yung cash di din ma swipe until now hindi parin na transfer sabi can someone help me with this problem cant contact your hotline...sayang yung pera if hindi ko makuha..,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-10-11T03:59:53.000Z,strict_rule_relabel
your service sucks. my account has ben locked for attempting an mpin which i do not have then you didnt give me a tempoary mpin to recover my account,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-01-27T03:24:24.000Z,strict_rule_relabel
I always having problems with cash in to my account,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-10-13T08:47:26.000Z,strict_rule_relabel
I can't log in!! waste of time,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-01-29T01:51:17.000Z,strict_rule_relabel
"Worst experience ever. I sent email to their support to cancel one of my transaction. They replied to me that my transaction was non refundable. But customer service provided me different info, they told me to wait 1 to two months for the approval of my refund. So are they just giving me false hope that I could still get my money back. It was so confusing and I feel helpless. They should improve their customer service because it's very inconvenient to use this app for transactions.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-09-19T23:16:53.000Z,strict_rule_relabel
Really bad after the update QR code didn't work critical when you don't have cash with your buying but to opt use gcash and then suddenly the QR code of gcash app failed you. Dissapointing!,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-17T12:50:05.000Z,strict_rule_relabel
Useless. you cant link your bank account and you cant link paypal due to some stupid issue like having different information. i have the username and password for it. whatelse do you need. you cant even change your name. What's the point of having a mobile system if you have to walk into a counter to use it?,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-01-31T13:31:44.000Z,strict_rule_relabel
"Gcash is very disappointing .. i have a problem in cash in, i already contacted them through email and calls but no ones answering my questions since October 14,2019 up to now. the problem i was reported hasnt solve yet .. how come they told me at first to give them screenshot of my transaction, then i give them that,m all my proof but now no ones answering my email and calls .. this is not a joke .. i want my money back !!!!!!!!!",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-10-16T02:02:30.000Z,strict_rule_relabel
Feature request: Beep card reloading using GCash (via NFC),feature_request,GCash,Google Play (Kaggle public dataset),4,2019-09-22T07:12:06.000Z,strict_rule_relabel
"Gud day gcash tanong ko lng kung bkit hindi pko mkapag cash out sa gcash ko. Nagpunta nko sa globe pra mgpa-kyc, pero nklagay s system nka kyc n daw ung number ko. Pero pg sinusubukan kong mg cash out, failed sya tpos my dumarating n txt message skin n kailangan ko dw mgpa kyc",transfer_issue,GCash,Google Play (Kaggle public dataset),5,2019-10-16T11:45:02.000Z,strict_rule_relabel
Pay bills using gcredit is not working. I already sent an email and still it's not working.,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-18T02:33:19.000Z,strict_rule_relabel
"Super convenient to use! Saved me a lot of time cos you can do so many things using this app. Would've given 5 stars but then there were times that cash-in failed, or even transfer to other accounts. But over-all, this is one of the best apps out there.",transfer_issue,GCash,Google Play (Kaggle public dataset),4,2019-10-16T16:18:10.000Z,strict_rule_relabel
It's good and all but please add a fingerprint login. Metrobank and PayMaya have this option,feature_request,GCash,Google Play (Kaggle public dataset),4,2019-09-25T04:19:59.000Z,strict_rule_relabel
"Overall good digital experience. Just experiencing cash in errors lately. Also, would be five stars if you use the NFC function of smartphones to pay and reload beep cards",transfer_issue,GCash,Google Play (Kaggle public dataset),4,2019-10-19T11:00:32.000Z,strict_rule_relabel
Nice app very useful. Please include in your next update the capability to add remarks when transferring money to other banks for easy reference. Thank you,feature_request,GCash,Google Play (Kaggle public dataset),5,2019-10-06T13:05:34.000Z,strict_rule_relabel
Useless. I can't cash in using my debit card. Support is too slow also to fix the issue.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-10-20T04:51:29.000Z,strict_rule_relabel
"Cant cash in from paypal. Both accounts are fully verified and I already made a transfer last November. Now, it wont let me. Tried to contact paypal and they said my account there do not have a problem. Your GCash Care Fb page, 2882 contact number are also useless.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-02-03T00:49:04.000Z,strict_rule_relabel
"IM VERY DISAPPOINTED! MY CASH OUT GCASH TO LANDBANK, NAGKA ERROR. GCASH DEDUCTED ALREADY THE AMOUNT PERO WALANG NA TRANSFER SA FUND SA ATM KO. I ALWAYS FOLLOW UP THE GCASH HELP CENTER BUT THEN WALA PA RIN ACTION.",transfer_issue,GCash,Google Play (Kaggle public dataset),2,2019-10-26T06:32:52.000Z,strict_rule_relabel
"This is a great app when it comes to mobile wallet. Im grateful for this app because it made Filipinos life convenient. I love the rewards, vouchers, discounts and rebates that im getting. However for the last 2 months im having problem using the gcredit, i cant pay my bills using gcredit, i was approved for 10k credit line that i cannot use, qr code and scanner is not working on all mechants. I ended up paying cash instead. I already called customer service and go to help center and no response",payment_failure,GCash,Google Play (Kaggle public dataset),4,2019-12-19T21:24:48.000Z,strict_rule_relabel
"Im starting to hate this app due to several times that I encountered cash in issue. This will be the 2nd time that I experienced inconvenience regarding cashing in from my BPI account to GCash,they deducted the certain amount however there is no money that was transfered and no confirmation regarding my cashing in. Hope you will resolve this issue.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-11-04T23:02:45.000Z,strict_rule_relabel
Counting unsuccessful transfers against transaction limit is just unacceptable. Now I can't access my funds and wait till next month because that's when my limit resets. You don't even provide other options on how I can have access to my funds because even bill payment doesn't work anymore. This is what you call convenience? ...,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-20T06:09:04.000Z,strict_rule_relabel
"What's wrong with the app now? I was asked to update it. After updating it today, when I enter my mpin, all I get is a blank white screen with BACK at the bottom which can't be pressed. Therefore I cannot log in. I have reset my phone several times. Same thing is happening. Please fix this.",account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-02-04T22:45:21.000Z,strict_rule_relabel
After recent update I can't cash in anymore using my debit card. Gives error.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-11-05T05:50:52.000Z,strict_rule_relabel
"Loads of problems. When you use the QR code the payment never went through but you were credited on your balance. The Help Center is also useless, not a single time they solve any of my complaints.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-20T10:19:07.000Z,strict_rule_relabel
Risk support team is super slow on their job. you should fire all of them. my issue is 1 month ago and still no one reply back to me. I cant send money from another gcash account,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-11-05T13:25:45.000Z,strict_rule_relabel
Can you add company I'd for verification I only had company Id IF YOU DO THAT I WILL GIVE YOU 5 STAR,feature_request,GCash,Google Play (Kaggle public dataset),3,2019-10-16T00:49:44.000Z,strict_rule_relabel
"Since the 12/13 update, I couldn't pay my bills using GCredit. As others here mentioned, pay via QR is also not working for me, nor does generating QR. App says check my internet connection (when on LTE) or returns an error Code WV1 (when on fiber internet). Hope they release a fix ASAP; customer service is no help.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-21T01:45:39.000Z,strict_rule_relabel
Cash in through online banking is still not working and no one from the support team could provide a proper explanation!!!,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-11-10T08:09:32.000Z,strict_rule_relabel
"Whenever I go to an establishment, I check first if they have GCash. My onky wish: Please allow GCredit usage via the Mastercard already like a notmal credit card.",feature_request,GCash,Google Play (Kaggle public dataset),5,2019-10-16T21:59:21.000Z,strict_rule_relabel
Ok na sana app na to kya lng ndi cla automatic na nagrerefund ng payment na unsuccessful. Ung psa payment ko unsuccessfull ung bayad. Pero nagkaltas s gcash ko worth 350 ata un. Walang refund na nangyari unlike sa ibang app n pag ndi pumasok ung payment mo agad agad refund ung payment. Tas ung kptid ko using gcash nagload ng 70 pesos 2x s mgkaibang number. Parehas ngkaltas dn sa gcash pero ndi nmn dumadating ung dlwang load na 70. Sna pkiayos gcash. Masyadong gahaman kau.,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-23T15:49:55.000Z,strict_rule_relabel
"Why is there still no cash in? It's been months that I want to cash in, in gcash but all remittance are still not available for cash in and I'm getting irritated for this process. When will this problem be solve anyway?",transfer_issue,GCash,Google Play (Kaggle public dataset),2,2019-11-11T09:46:56.000Z,strict_rule_relabel
i cannot retrieve my account. though i have the cp number if mine. someone hacked my gcash but i cannot retrieve my mpin.. nonsense app at all..sorry but im so disappointed until now.. no answer at all..,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-08-14T18:36:52.000Z,strict_rule_relabel
Can't verify. There is no email sent for verification,account_access_issue,GCash,Google Play (Kaggle public dataset),2,2019-02-05T16:19:29.000Z,strict_rule_relabel
Fix the problem i canot send money via gcash to gcash thr system are verry slow to transact money via g cash.,transfer_issue,GCash,Google Play (Kaggle public dataset),2,2019-11-11T19:09:41.000Z,strict_rule_relabel
Can you please add some online store like shoppee to your partner merchant to make purchase less hassle?,feature_request,GCash,Google Play (Kaggle public dataset),4,2019-10-19T15:50:20.000Z,strict_rule_relabel
WAG NA KAYO MG TANGKANG MG DOWNLOAD NG GCASH KUNG AYAW NYO MAGAYA SAKIN.. BINABAWASAN NG GCASH ACCOUNT KO KAHIT FAILED TRANSACTION. AT HINDI NILA IREREFUND UN CLAIMING NA NA POST NA UNG BILL ANG ENDING TWICE AKO NG BAYAD SA ISANG BILL. OH DIBA ANG BONGGA? BULUK ANG APP NA TO. PAGSISIHAN NYO LNG.. USELESS DIN ANG CUSTOMER SERVICE NILA.. HINDI MATINONG KAUSAP!!! SHOUT OUT KAY SHAIRAH NG GCASH CUSTOMER SUPPORT.. ANG GALING MONG MANGLOKO NG TAO!!! PS. MAGNANAKAW ANG GCASH.. NAKAKATRESS!!,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-24T10:44:05.000Z,strict_rule_relabel
I encountered problem for cash out over the counter. Please need help for this.,transfer_issue,GCash,Google Play (Kaggle public dataset),4,2019-11-16T05:07:16.000Z,strict_rule_relabel
this is the best app...hope to bring back lot of promos and vouchers,feature_request,GCash,Google Play (Kaggle public dataset),5,2019-10-20T11:40:02.000Z,strict_rule_relabel
I'm rating this 1 star for now until they fixed the problem. I lost my money when I'm trying to send money from Gcash to its Gsave feature. I thought it was just a delay but I've already waited for hours but still nothing. Pls fix this.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-11-28T17:36:06.000Z,strict_rule_relabel
Please include loading of Beep card using NFC :),feature_request,GCash,Google Play (Kaggle public dataset),4,2019-10-21T09:39:47.000Z,strict_rule_relabel
"Transaction failed but money still got deducted from my account and it takes them several days to process the refund only for their support to close my ticket without thoroughly looking at the issue and failing to address it. 8 days now since i filed the ticket and called numerous times to follow up, still no refund yet. Also was advised that they are processing a high volume of refund issues because of failed transactions. Bad customer support as well.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-27T05:08:49.000Z,strict_rule_relabel
I have encountered multiple issues with the app. I still cannot send money tho I have reached their customer service multiple times.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-12-02T07:48:09.000Z,strict_rule_relabel
How come my account has been verified at 1am? I never logged in to my account and I reached the maximum wrong mpin allowed 3 months ago. I did it purposely because my account has been hacked. It seems the hacker still using my account even it is already should be unaccessible. That hacker still wanted to use my number. Damn it!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-08-16T18:20:01.000Z,strict_rule_relabel
"Ever since I updated the latest version of this app last week, I cannot use the Gcredit via Pay QR on all merchants. Error says: Oopps! We are sorry. Please try again later.",payment_failure,GCash,Google Play (Kaggle public dataset),2,2019-12-27T07:33:56.000Z,strict_rule_relabel
"Im so disappointed with your service for today. How could u possibly process a cash in transaction, then it went unsuccessful then as per my bank record u already got my money! How could you do that! That amount are for urgent use! You arw giving me another problem! Shame on you!",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-12-27T14:20:32.000Z,strict_rule_relabel
ANO NANGYAYARI SA GCASH? NGAUN?? HINDI PO AKO MAKAPAG CASH OUT DAHIL MAY AUTOMATICALLY PROBLEM MAY KAILANGAN AKONG BAYARAN UNG PERA KO PO NASA GCASH KAYA PLEASE AYUSIN NYO NAMAN PO.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-12-06T06:42:58.000Z,strict_rule_relabel
Bad Experience.. Im trying to contact Customer Service but no response .. I dont know why my account was locked.. i cannot access my account and I cash in i didnt received any confirmation sms. i am so upsey and frustrated.. give me a refund,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-02-10T03:20:04.000Z,strict_rule_relabel
I often get cash in issues from Paypal to Gcash.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-12-07T18:22:26.000Z,strict_rule_relabel
My account was hacked and I don't know why. Once I open the app there's always popping up saying that my account was logged in on another device. I already changed my password 3 times in a row but they can still access! They also tried linking BPI into my account!!,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-08-19T14:19:32.000Z,strict_rule_relabel
I have talked with several customers supports. They either put me on hold for 40 minutes or just hang up on me when they don't know what the answer to my question is. I asked for a supervisor yet no one ever called me. Other problem I encountered is that I used gcash to pay my bill in a restaurant.The money has beem deducted already but I never received any confirmation message as well as the merchant so I ended up paying twice on gcash but still the same. So I just paid thrice! Terrible!,payment_failure,GCash,Google Play (Kaggle public dataset),1,2019-12-28T00:15:45.000Z,strict_rule_relabel
"I have been using gcash for nearly couple of years. And hadn't have any problem until just now. I Was trying to cash in from paypal and prompted to reverify my acct. I use my passport and everytime i scan it there was an error ""make sure you have the right ID"" like it's my passport! I don't have any alternative ID as i was recently victim of a robbery. Called 2882 several times and nobody seems to care and Help. I dont need your sorry. I need my freaking money!",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-12-07T22:46:08.000Z,strict_rule_relabel
"Every time I'll pay my sss contribution will have errors , so I needed to send it twice . At first error they gave my refund , but my last payment which deducted to my gcash account but never reflected to my payment for sss contribution. They gave their records . But, I didn't receive any text message and even Gmail bills receipt that my payment was successful. How can you explain this ? Now I have a phobia to make another transaction and bigger amount because of what happened.",payment_failure,GCash,Google Play (Kaggle public dataset),2,2019-12-28T08:23:17.000Z,strict_rule_relabel
"I used to like GCash because at first it was very convenient to use..I even endorsed it to my friends.. but now, I cannot cash in because the app doesn't allow me to create a generic barcode. It says that I am logged in to other device then the app will automatically close. I can't even cash in in 7-eleven, it always shows error. Please fix this. It sucks!",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-12-08T16:20:34.000Z,strict_rule_relabel
this is scam my mpin change after refer Don't download g cash this is scam,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-08-20T06:57:52.000Z,strict_rule_relabel
Please add seamansbook id. I dont have any I.D,feature_request,GCash,Google Play (Kaggle public dataset),3,2019-11-03T04:14:35.000Z,strict_rule_relabel
I cannot login to my account there is an error code NND7. Please fix this,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-02-13T17:12:47.000Z,strict_rule_relabel
"Barcode issue When trying to use barcode generator on cash in, the app was automatically logout.",transfer_issue,GCash,Google Play (Kaggle public dataset),2,2019-12-09T04:32:08.000Z,strict_rule_relabel
account Locked for accidentally multiple wrong password login.,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-02-14T01:21:00.000Z,strict_rule_relabel
"i highly not recommend this one, this is not stable app. few months ago, i cashin and it didnt credit on the app it took me weeks before it reverted back to my bank account. then last night i tested it to check if theres no issue, guess what? i lost 100 pesos and it didnt credited on the app. luckily i tested it first. another 50 pesos got lost on this app... this app is a scam. lol... try it first with a small amount of money so that you wont regret after",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-08-20T13:08:43.000Z,strict_rule_relabel
"Worse application and worse service, my money is stuck in Gcash I cannot transfer it to my bank acct. It says insufficient funds... Crazy!! Fix this I need my money.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-12-13T10:47:55.000Z,strict_rule_relabel
"Would've been nice if there's an option to ""Upload via Photo Gallery"" on the Scan QR. Also -- maybe an alert that will say, ""You have a valid Voucher that you may use with this purchase. Do you wish to proceed?"" coz sometimes people miss to click on ""Use Voucher"" before finally submitting the payment. *this is a suggestion, not a customer care concern. Unless you can give me a contact info of your Software Developer?",feature_request,GCash,Google Play (Kaggle public dataset),3,2019-11-19T04:31:01.000Z,strict_rule_relabel
Please add biometric (fingerprint/face) scanning for login option. It is more convenient for us users to have that.,feature_request,GCash,Google Play (Kaggle public dataset),5,2019-11-27T00:48:52.000Z,strict_rule_relabel
Easier cash transfer sometimes have error but not big deal.,transfer_issue,GCash,Google Play (Kaggle public dataset),4,2019-12-15T21:44:34.000Z,strict_rule_relabel
please add feature for reloadin beep card,feature_request,GCash,Google Play (Kaggle public dataset),3,2019-11-29T03:46:47.000Z,strict_rule_relabel
i think the application needs to be updated.. ilang attempt di gumana ung pay qr option.. it happened after i updated the app last december. ang tagl magscan ng qr vode madalas may error pa na qr string is invalid kahit dati lagi ko naman ginagamit and walang issue.. but over all the app is very convenient especially for paying bills,payment_failure,GCash,Google Play (Kaggle public dataset),3,2020-01-04T00:00:00.000Z,strict_rule_relabel
You're bank transfer is not working. How can we trust you as our banking partner?,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-12-16T05:25:26.000Z,strict_rule_relabel
"they increased my gcredit however, i cant use it neither paying bill nor qr scan code. useless, i even inform them abt the issue and its been 2 weeks now still problem unresolved.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2020-01-06T11:03:14.000Z,strict_rule_relabel
its Good but Why I Can't LOG IN or Access anymore..,account_access_issue,GCash,Google Play (Kaggle public dataset),4,2019-02-21T06:42:40.000Z,strict_rule_relabel
please add biometric feature,feature_request,GCash,Google Play (Kaggle public dataset),4,2019-12-09T16:06:10.000Z,strict_rule_relabel
"Gcash CAN'T resolve this ongoing issue for a month now. Payment has been made on time for my Gcredit but they still suspended my account. They wanted me to pay the ZERO balance..like whaaat? Paano bayaran ang 0 balance at 0 penalty? Multiple tickets has been opened. Talked to different Gcash reps through email, 2882 hotline, live chat on Gcash app, wecarefuselending email but all I am getting was false assurances. No one can answer why it remains suspended when there's no unpaid balance.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2020-01-07T00:31:34.000Z,strict_rule_relabel
pake ayus naman po sana yung error ng pah cash in aa 7/11.hindi po ako maka cash.in..,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-12-17T13:24:42.000Z,strict_rule_relabel
This is a great app. It has a user friendly interface. I have one suggestion though. Hopefully you can add a fingerprint login in the future. Thanks!,feature_request,GCash,Google Play (Kaggle public dataset),4,2019-12-11T18:08:07.000Z,strict_rule_relabel
"Paid meralco bills using the app. The transactions were successfully processed. But few days later, I received messages that all three transactions were unsuccessfully processed due to system activity. I cannot pay via payment app/bayad center anymore since the bills are already overdue. The system should inform us immediately if the payment is unsuccessfull.",payment_failure,GCash,Google Play (Kaggle public dataset),1,2020-01-07T01:09:28.000Z,strict_rule_relabel
i cant open my account bec. it was locked .. bec of my MPIN.. i cant remember i made MY MPIN,account_access_issue,GCash,Google Play (Kaggle public dataset),1,2019-02-24T14:24:55.000Z,strict_rule_relabel
bank transfer/send money issue still unresolved. But we can cash in... hmmm,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-12-18T14:34:00.000Z,strict_rule_relabel
"i have a great experience using you service. Thanks much Gcash. i have a suggestion. what if you add some features, like we can transfer gcash to load wallet of a retailer sim. Thank you.",feature_request,GCash,Google Play (Kaggle public dataset),5,2019-12-15T22:51:50.000Z,strict_rule_relabel
"Poor customer service, i cash in and didn't received any money but they deduct it to my bank account. Specialist says my transaction failed and insist to go to my bank. Now i am the one resolving this matter when the problem is with them.",transfer_issue,GCash,Google Play (Kaggle public dataset),1,2020-01-11T03:01:39.000Z,strict_rule_relabel
My account was hacked. Nag shopping sa Lazada ang hacker. Buti na lang 1k lang laman. No security for your money. You need to change sim card and do the same verifications all over again to remove the hack. Not a very good experience.,security_concern,GCash,Google Play (Kaggle public dataset),1,2019-08-27T03:08:06.000Z,strict_rule_relabel
Im having troubles cashing into my GCash Account. Its saying that there is a (CSE2-500) Error. Help me please.,transfer_issue,GCash,Google Play (Kaggle public dataset),1,2019-02-25T02:30:13.000Z,strict_rule_relabel
